,outcome,age_range,self_defined_ethnicity,gender,datetime,outcome_object_id,outcome_object_name,latitude,longitude,type,officer_defined_ethnicity,object_of_search
3925,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-28T07:03:56+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Offensive weapons
3926,Community resolution,over 34,Other ethnic group - Not stated,Male,2020-06-29T05:50:13+00:00,bu-community-resolution,Community resolution,51.511625,-0.081549,Person search,White,Article for use in theft
3927,Arrest,over 34,Other ethnic group - Not stated,Male,2020-06-29T06:14:16+00:00,bu-arrest,Arrest,51.516006,-0.080573,Person search,Black,Stolen goods
3928,Arrest,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-29T06:29:55+00:00,bu-arrest,Arrest,51.514158,-0.10017899999999999,Person search,White,Stolen goods
3929,A no further action disposal,18-24,Other ethnic group - Not stated,Female,2020-06-29T08:00:50+00:00,bu-no-further-action,A no further action disposal,51.514804,-0.080782,Person search,Other,Article for use in theft
3930,Arrest,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,2020-06-29T08:13:02+00:00,bu-arrest,Arrest,51.516006,-0.080573,Person search,White,Stolen goods
3931,A no further action disposal,25-34,Asian/Asian British - Pakistani,Female,2020-06-29T08:15:43+00:00,bu-no-further-action,A no further action disposal,51.514151,-0.07495800000000001,Person search,Asian,Controlled drugs
3932,A no further action disposal,over 34,Other ethnic group - Not stated,Female,2020-06-01T05:46:35+00:00,bu-no-further-action,A no further action disposal,51.514203,-0.094628,Person search,White,Stolen goods
3933,A no further action disposal,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-01T05:55:56+00:00,bu-no-further-action,A no further action disposal,51.514203,-0.094628,Person search,White,Stolen goods
3934,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-02T01:53:19+00:00,bu-no-further-action,A no further action disposal,51.506254999999996,-0.074901,Person and Vehicle search,White,Controlled drugs
3935,Arrest,18-24,White - Any other White background,Male,2020-06-02T03:06:55+00:00,bu-arrest,Arrest,51.506254999999996,-0.074901,Person and Vehicle search,White,Controlled drugs
3936,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-02T03:37:18+00:00,bu-no-further-action,A no further action disposal,51.513051000000004,-0.104001,Person search,Other,Article for use in theft
3937,A no further action disposal,25-34,Asian/Asian British - Bangladeshi,Male,2020-06-02T11:01:39+00:00,bu-no-further-action,A no further action disposal,51.513037,-0.09150599999999999,Person search,Asian,Offensive weapons
3940,A no further action disposal,over 34,Asian/Asian British - Any other Asian background,Male,2020-06-02T04:04:55+00:00,bu-no-further-action,A no further action disposal,51.514203,-0.094628,Person search,Asian,Stolen goods
3941,A no further action disposal,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,2020-06-02T04:07:18+00:00,bu-no-further-action,A no further action disposal,51.512652,-0.09271900000000001,Person search,White,Stolen goods
3942,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2020-06-02T04:14:51+00:00,bu-no-further-action,A no further action disposal,51.515606,-0.09409400000000001,Person search,White,Stolen goods
3943,A no further action disposal,over 34,Other ethnic group - Not stated,Female,2020-06-02T04:30:25+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Stolen goods
3944,Khat or Cannabis warning,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-02T06:41:19+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.514513,-0.09656100000000001,Person search,White,Controlled drugs
3947,Khat or Cannabis warning,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-03T03:20:09+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.510913,-0.101395,Person search,White,Controlled drugs
3949,A no further action disposal,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-03T01:41:01+00:00,bu-no-further-action,A no further action disposal,51.519312,-0.10359700000000001,Person search,White,Article for use in theft
3950,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-03T02:02:24+00:00,bu-no-further-action,A no further action disposal,51.521809999999995,-0.097929,Person search,Black,Controlled drugs
3951,Khat or Cannabis warning,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-03T02:42:33+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.510913,-0.101395,Person search,Other,Controlled drugs
3952,A no further action disposal,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,2020-06-03T00:40:16+00:00,bu-no-further-action,A no further action disposal,51.511625,-0.081549,Person search,Black,Stolen goods
3956,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2020-06-03T08:36:28+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person and Vehicle search,Asian,Controlled drugs
3957,Arrest,18-24,Asian/Asian British - Bangladeshi,Male,2020-06-03T10:57:38+00:00,bu-arrest,Arrest,51.517032,-0.089451,Person and Vehicle search,Asian,Controlled drugs
3958,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-04T11:14:23+00:00,bu-no-further-action,A no further action disposal,51.518017,-0.075991,Person search,Asian,Controlled drugs
3959,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-04T11:17:18+00:00,bu-no-further-action,A no further action disposal,51.518017,-0.075991,Person search,Asian,Controlled drugs
3960,Khat or Cannabis warning,25-34,White - Any other White background,Male,2020-06-04T11:28:49+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.51768,-0.078484,Person search,White,Controlled drugs
3961,A no further action disposal,,,Male,2020-06-04T11:36:37+00:00,bu-no-further-action,A no further action disposal,51.518017,-0.075991,Person search,,Controlled drugs
3962,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-04T01:51:33+00:00,bu-no-further-action,A no further action disposal,51.518017,-0.075991,Person search,Asian,Controlled drugs
3966,A no further action disposal,25-34,Asian/Asian British - Any other Asian background,Male,2020-06-04T08:01:41+00:00,bu-no-further-action,A no further action disposal,51.514457,-0.073849,Person search,Asian,Controlled drugs
3967,A no further action disposal,over 34,Asian/Asian British - Bangladeshi,Male,2020-06-04T08:05:36+00:00,bu-no-further-action,A no further action disposal,51.514457,-0.073849,Person and Vehicle search,Asian,Controlled drugs
3969,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-05T02:59:45+00:00,bu-no-further-action,A no further action disposal,51.513051000000004,-0.104001,Person and Vehicle search,Black,Controlled drugs
3970,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-05T03:02:46+00:00,bu-no-further-action,A no further action disposal,51.513051000000004,-0.104001,Person and Vehicle search,Black,Controlled drugs
3973,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-06T03:11:58+00:00,bu-no-further-action,A no further action disposal,51.512598,-0.084967,Person and Vehicle search,Asian,Controlled drugs
3974,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-06T03:18:55+00:00,bu-no-further-action,A no further action disposal,51.512598,-0.084967,Person and Vehicle search,Asian,Controlled drugs
3977,A no further action disposal,25-34,Black/African/Caribbean/Black British - African,Male,2020-06-06T06:57:25+00:00,bu-no-further-action,A no further action disposal,51.518864,-0.097562,Person and Vehicle search,Black,Controlled drugs
3978,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2020-06-06T07:29:58+00:00,bu-no-further-action,A no further action disposal,51.516165,-0.102502,Person search,White,Controlled drugs
3979,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-07T00:51:34+00:00,bu-no-further-action,A no further action disposal,51.520084999999995,-0.093057,Person search,White,Article for use in theft
3981,A no further action disposal,25-34,Black/African/Caribbean/Black British - African,Male,2020-06-08T00:06:22+00:00,bu-no-further-action,A no further action disposal,51.515307,-0.097277,Person search,Other,Article for use in theft
3982,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-08T05:37:52+00:00,bu-no-further-action,A no further action disposal,51.52981,-0.042520999999999996,Person search,Black,Firearms
3983,A no further action disposal,over 34,Black/African/Caribbean/Black British - African,Male,2020-06-09T04:25:45+00:00,bu-no-further-action,A no further action disposal,51.515196,-0.071772,Person search,Black,Controlled drugs
3984,Arrest,over 34,Black/African/Caribbean/Black British - Caribbean,Male,2020-06-09T09:37:36+00:00,bu-arrest,Arrest,51.517032,-0.089451,Person search,Black,Stolen goods
3988,A no further action disposal,18-24,White - Irish,Male,2020-06-09T07:39:04+00:00,bu-no-further-action,A no further action disposal,51.514461,-0.09226799999999999,Person and Vehicle search,White,Controlled drugs
3989,A no further action disposal,18-24,White - Irish,Female,2020-06-09T08:00:41+00:00,bu-no-further-action,A no further action disposal,51.514461,-0.09226799999999999,Person and Vehicle search,White,Controlled drugs
3991,Arrest,25-34,Other ethnic group - Not stated,Male,2020-06-10T00:49:48+00:00,bu-arrest,Arrest,51.51972,-0.09993300000000001,Person and Vehicle search,White,Controlled drugs
3993,Arrest,over 34,Other ethnic group - Not stated,Male,2020-06-10T08:20:09+00:00,bu-arrest,Arrest,51.516351,-0.082965,Person search,Black,Controlled drugs
3994,Arrest,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-11T03:36:36+00:00,bu-arrest,Arrest,51.506254999999996,-0.074901,Person and Vehicle search,White,Controlled drugs
3995,Arrest,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,2020-06-11T03:50:12+00:00,bu-arrest,Arrest,51.506254999999996,-0.074901,Person search,Black,Controlled drugs
3996,A no further action disposal,over 34,White - Any other White background,Male,2020-06-11T04:50:40+00:00,bu-no-further-action,A no further action disposal,51.512598,-0.084967,Person search,White,Article for use in theft
3997,Arrest,18-24,Black/African/Caribbean/Black British - African,Male,2020-06-12T01:18:03+00:00,bu-arrest,Arrest,51.5169,-0.084095,Person and Vehicle search,Black,Controlled drugs
3998,Arrest,25-34,Black/African/Caribbean/Black British - African,Male,2020-06-12T04:17:19+00:00,bu-arrest,Arrest,51.5169,-0.084095,Person search,Black,Controlled drugs
3999,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-13T05:13:33+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
4001,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-14T04:22:40+00:00,bu-no-further-action,A no further action disposal,51.515504,-0.07627,Person search,Black,Controlled drugs
4002,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-14T04:29:09+00:00,bu-no-further-action,A no further action disposal,51.515504,-0.07627,Person search,Asian,Controlled drugs
4005,Arrest,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2020-06-14T07:19:24+00:00,bu-arrest,Arrest,51.512598,-0.084967,Person search,White,Controlled drugs
4006,Khat or Cannabis warning,18-24,White - Any other White background,Female,2020-06-15T00:57:49+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.509547,-0.076031,Person search,White,Controlled drugs
4007,A no further action disposal,25-34,Asian/Asian British - Indian,Male,2020-06-15T01:08:04+00:00,bu-no-further-action,A no further action disposal,51.515739,-0.100632,Person and Vehicle search,Asian,Controlled drugs
4008,Khat or Cannabis warning,18-24,Mixed/Multiple ethnic groups - White and Black African,Male,2020-06-15T01:10:53+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.509547,-0.076031,Person search,Black,Controlled drugs
4009,A no further action disposal,over 34,Black/African/Caribbean/Black British - Caribbean,Male,2020-06-15T07:23:11+00:00,bu-no-further-action,A no further action disposal,51.515142,-0.09764500000000001,Person search,Black,Stolen goods
4010,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-16T04:27:42+00:00,bu-no-further-action,A no further action disposal,51.510671,-0.084284,Person search,Asian,Article for use in theft
4011,A no further action disposal,10-17,White - Any other White background,Male,2020-06-16T08:50:58+00:00,bu-no-further-action,A no further action disposal,51.509757,-0.083386,Person search,White,Article for use in theft
4012,Arrest,25-34,Asian/Asian British - Pakistani,Male,2020-06-17T03:06:39+00:00,bu-arrest,Arrest,51.517032,-0.089451,Person and Vehicle search,Asian,Controlled drugs
4013,A no further action disposal,25-34,White - Any other White background,Male,2020-06-17T04:10:15+00:00,bu-no-further-action,A no further action disposal,51.509848,-0.104494,Person and Vehicle search,Other,Controlled drugs
4014,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2020-06-17T06:14:41+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Black,Article for use in theft
4015,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2020-06-17T08:19:58+00:00,bu-no-further-action,A no further action disposal,51.516496999999994,-0.094115,Person search,Black,Offensive weapons
4016,Arrest,over 34,,Female,2020-06-17T01:06:57+00:00,bu-arrest,Arrest,51.513355,-0.089475,Person search,,Article for use in theft
4017,A no further action disposal,18-24,Black/African/Caribbean/Black British - Caribbean,Male,2020-06-17T01:15:47+00:00,bu-no-further-action,A no further action disposal,51.515331,-0.089364,Person and Vehicle search,Black,Controlled drugs
